SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT.1,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
FIN.1.0.212.0.UWCD,FIN,1.0,0.0,212.0,0.0,UWCD,Finland,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,1.7571,1.9206,2.1531,2.3764,2.7117,3.0196,3.3016,3.4707,3.5634,4.0069,4.685,5.3647,6.1645,7.2073,8.4668,10.7794,12.1105,12.8757,13.4573,15.5683,18.4828,21.1726,23.2941,25.0337,27.2558,30.2422,31.884,34.0424,36.5905,40.6322,44.1247,45.6526,43.9978,41.0578,41.7631,40.2577,42.1683,43.9976,47.0812,50.0934,53.4415,55.2256,56.6855,57.9252,61.8145,64.7275,67.8675,72.5626,77.9084,76.2528,77.8284,80.5522,81.4933,80.6022,80.0931,81.2473,82.2368,83.5566,86.6862,88.6371,88.2917,95.1457,101.7738,108.4275,110.2803,114.2331,118.0796
SWE.1.0.212.0.UWCD,SWE,1.0,0.0,212.0,0.0,UWCD,Sweden,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,4.5035,5.0136,5.6237,6.3037,7.0106,7.6527,8.3032,8.8214,9.5654,10.6247,12.1407,13.2541,14.4024,15.7872,18.9059,22.4297,26.093,28.5709,30.9724,34.5205,39.0246,42.71,45.758,47.0706,50.8098,55.0137,57.7679,61.0128,65.0592,71.4527,77.7281,78.7661,80.0752,75.8156,79.0804,74.9323,81.2707,83.0874,82.2591,88.4736,98.3945,102.2187,104.5833,107.5244,112.7725,114.6533,121.5293,133.8229,139.7254,133.7457,136.6699,145.4423,153.3669,155.4828,158.0387,163.1011,165.831,171.3522,178.6682,183.4727,185.2832,197.3797,204.6628,216.3921,226.9665,237.4231,248.4134
GBR.1.0.212.0.UWCD,GBR,1.0,0.0,212.0,0.0,UWCD,United Kingdom,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,36.108,38.892,41.205,44.465,48.595,51.786,54.823,57.178,60.476,63.887,70.112,76.035,84.836,98.627,115.187,135.349,146.391,153.59,166.954,187.311,206.282,220.341,234.528,249.744,268.97,288.795,306.755,321.093,353.731,386.846,413.163,432.56,445.96,449.798,467.72,451.06,478.165,514.587,528.487,569.761,626.787,674.413,688.839,720.841,775.545,799.737,834.686,868.672,880.073,837.19,869.47,869.909,883.854,906.272,918.318,959.865,970.084,1002.703,1027.339,1056.127,1068.428,1129.175,1185.765,1260.007,1324.538,1375.15,1413.82
MNE.1.0.212.0.UWCD,MNE,1.0,0.0,212.0,0.0,UWCD,Montenegro,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.956214,2.124734,2.494373,2.498188,2.68116,2.8066,2.708276,2.331,2.626599,2.788163,3.077912,3.328896,3.628038,3.888341,3.742844,3.884098,4.356209,5.099055,,,
MKD.1.0.212.0.UWCD,MKD,1.0,0.0,212.0,0.0,UWCD,North Macedonia,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1141,4.35207,4.59702,4.45455,4.20497,4.28177,4.49289,4.5644,4.49513,4.96036,4.7995,5.62148,6.12532,6.32128,6.25853,6.34195,6.04138,6.65274,6.8488,7.39781,7.83428,8.19706,8.7356,9.19168,9.86689,10.59659,,,,
SRB.1.0.212.0.UWCD,SRB,1.0,0.0,212.0,0.0,UWCD,Serbia,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6619,12.19292,15.47513,16.93329,19.47123,21.2276,23.04741,25.84228,28.99658,27.86959,27.53271,28.16177,29.34055,28.67045,28.42539,28.42149,29.15036,30.49977,32.8611,36.2526,39.21591,42.82486,46.22354,51.30363,58.16298,62.48819,66.03366
TUR.1.0.212.0.UWCD,TUR,1.0,0.0,212.0,0.0,UWCD,Turkey,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,7.758,8.104,8.941,10.186,11.02,11.723,13.735,14.571,15.272,17.318,20.368,18.553,17.715,15.869,14.031,26.279,25.075,32.748,31.711,39.525,37.987,40.374,41.701,47.262,50.707,53.996,57.805,69.266,76.782,90.784,117.404,145.487,157.561,166.746,132.695,116.755,138.602,161.125,123.034,126.713,135.233,122.655,125.369,132.358,149.545,165.938,185.953,210.408,226.71,224.593,258.424,286.526,317.569,341.49,383.236,422.915,470.296,470.012,468.913,478.077,447.41,450.303,476.741,687.368,944.373,1225.331,1260.836
ISL.1.0.212.0.UWCD,ISL,1.0,0.0,212.0,0.0,UWCD,Iceland,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,0.09935,0.11173,0.12238,0.14243,0.17069,0.18723,0.2091,0.20974,0.19668,0.21273,0.24643,0.30539,0.33505,0.39293,0.48632,0.51951,0.58355,0.69915,0.81213,0.95946,1.10728,1.27205,1.40708,1.30876,1.42121,1.65247,1.8073,2.27572,2.39638,2.32141,2.38705,2.65636,2.67397,2.62679,2.70787,2.6381,2.80376,2.95429,3.26946,3.56854,3.67557,3.89076,4.00025,4.17601,4.5149,4.95072,5.30592,5.69679,5.4534,4.5556,4.41401,4.67683,4.87088,5.15263,5.38823,5.86132,6.42613,7.08073,7.56149,7.5953,6.9926,7.71707,9.11026,10.16711,10.23096,10.3169,10.42492
NOR.1.0.212.0.UWCD,NOR,1.0,0.0,212.0,0.0,UWCD,Norway,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,1.6312,1.7939,1.9994,2.1778,2.3572,2.5912,2.8603,3.2208,3.4391,3.7699,3.9848,4.6752,5.2905,5.9888,7.0272,8.6958,10.3471,11.6906,12.8866,13.9456,15.4109,17.1054,18.7271,19.9017,21.708,23.9764,28.0049,30.05,31.8403,32.2698,33.7168,36.1842,38.8976,39.1889,41.9742,40.8318,44.7565,47.4928,50.5258,54.3863,58.4066,61.1824,64.3345,65.2084,68.6204,74.0937,80.59,87.3164,94.9107,92.7406,95.1517,100.4209,106.8151,110.5582,111.4122,107.5622,104.4818,109.8852,115.9466,118.8849,115.7497,129.7576,147.2492,151.6162,161.9701,169.8366,176.5756
CHE.1.0.212.0.UWCD,CHE,1.0,0.0,212.0,0.0,UWCD,Switzerland,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,5.4551,6.155,6.8052,7.5511,8.3093,9.0724,9.5905,10.2729,10.9715,12.132,13.9742,15.9346,17.5254,20.1601,23.7979,25.7877,27.7361,30.5027,32.9675,37.284,43.5269,49.3506,53.4519,57.203,60.746,66.0411,70.165,73.7783,79.8566,87.5074,95.3963,101.8204,105.7875,105.143,106.3709,102.1382,105.5068,107.8821,110.1422,114.3685,119.2096,126.9501,133.7854,134.0458,136.4548,141.3989,150.3888,164.3777,173.902,175.8691,178.2392,191.0697,200.4292,206.8375,213.6224,226.4243,227.6603,230.9542,234.7803,241.0137,239.9607,261.0478,289.5958,306.7076,322.2534,335.0498,347.5963
AUS.1.0.212.0.UWCD,AUS,1.0,0.0,212.0,0.0,UWCD,Australia,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,6.9737,7.4457,8.0678,8.8944,10.1268,11.1695,12.1273,13.3221,14.4953,16.3395,19.1258,21.5432,23.4323,26.8816,33.8012,38.7958,43.1238,47.0368,49.5534,54.9133,64.4692,73.9866,80.634,83.0459,92.504,100.0505,104.5705,109.705,117.5161,131.3408,138.5379,145.0185,153.7549,159.3682,168.1529,165.7627,179.2051,185.2244,197.1094,209.2006,219.4056,227.53,233.068,251.1009,266.3434,281.2341,295.3251,313.9809,309.5641,321.0652,336.5443,352.1663,353.8118,381.1527,388.0726,395.9118,398.9252,405.9136,423.9546,426.465,444.8875,476.0514,532.8253,,,,
CAN.1.0.212.0.UWCD,CAN,1.0,0.0,212.0,0.0,UWCD,Canada,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,12.7429,13.7926,15.2042,16.5388,18.3562,20.655,23.1415,25.2734,27.2987,30.7573,34.0959,38.1693,42.9811,49.2554,57.8885,69.0956,80.1607,89.5557,97.3419,109.0013,124.5409,,,,,,,,,,,283.2875,293.9346,296.7286,305.8982,292.0141,303.065,318.0677,337.7158,355.9001,373.5728,389.8486,390.6701,416.1624,435.3372,468.0205,486.9601,510.6368,515.3507,510.1951,518.9951,530.723,547.8932,566.8224,581.662,591.5899,590.7499,606.2276,633.3444,627.3198,617.1461,678.3985,738.9867,790.0687,,,
JPN.1.0.212.0.UWCD,JPN,1.0,0.0,212.0,0.0,UWCD,Japan,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,20.642,23.393,27.812,32.12,37.086,42.881,49.009,55.039,62.441,73.762,89.215,107.43,125.83,152.689,182.06,224.234,257.142,289.894,319.01,367.484,421.113,488.577,550.935,602.314,662.115,718.363,757.419,802.411,885.793,980.786,1084.469,1196.422,1250.131,1277.752,1324.356,1278.951,1346.189,1385.342,1372.465,1387.995,1448.73,1474.073,1482.622,1500.628,1555.431,1646.881,1693.374,1748.674,1771.087,1662.885,1701.184,1743.849,1781.221,1804.132,1790.345,1810.299,1759.669,1777.572,1830.829,1806.638,1794.904,1844.416,1931.436,2018.06,2104.843,2172.654,2243.725
KOR.1.0.212.0.UWCD,KOR,1.0,0.0,212.0,0.0,UWCD,Korea,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,4.1733,4.9609,5.5341,6.9969,8.231,10.2095,13.0885,16.674,20.8015,25.7189,29.0117,34.0271,40.3228,48.9113,57.2098,64.1071,73.1003,85.6853,103.0466,122.0782,142.4262,170.5144,185.6074,199.6663,220.648,232.3764,263.7971,269.7907,247.5052,272.7093,300.3577,326.0239,343.773,372.1313,399.6093,433.0062,456.7488,490.1287,499.899,480.1071,506.2753,523.5822,544.1614,552.0186,577.3385,629.0766,635.9255,648.9338,688.5945,700.8569,720.5784,749.1877,788.9924,,,,
NZL.1.0.212.0.UWCD,NZL,1.0,0.0,212.0,0.0,UWCD,New Zealand,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,1.43234,1.63739,1.70375,1.86629,2.07502,2.33387,2.6872,2.65663,2.72498,3.15935,3.6011,4.0137,4.35961,5.22258,6.94567,7.91527,8.1336,8.61493,9.40827,10.64211,12.22338,14.0975,14.67879,14.59064,15.65536,17.00598,16.97702,17.55545,18.09796,18.71197,19.53709,20.00063,20.64062,21.42622,23.00879,22.49842,24.21535,25.23796,25.67053,26.689,27.68033,29.06913,30.18363,32.59236,34.89575,37.19193,39.95261,42.36077,44.30402,44.04252,44.90943,46.29183,46.93276,49.29658,51.92641,53.48326,55.7768,58.94815,60.22319,63.11331,64.84733,68.59606,73.6938,,,,
USA.1.0.212.0.UWCD,USA,1.0,0.0,212.0,0.0,UWCD,United States,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,165.04,173.89,191.31,207.71,229.22,253.66,284.43,305.57,332.62,367.73,399.39,434.1,486.24,558.96,635.99,703.6,810.48,914.2,1027.67,1165.79,1306.25,1458.13,1571.54,1687.08,1900.99,2080.07,2236.61,2389.8,2615.79,2832.11,3037.05,3180.23,3398.51,3471.65,3630.66,3521.16,3747.08,3944.12,4223.41,4521.12,4863.78,5004.96,4940.84,5224.31,5498.38,5797.53,5956.01,6228.95,6261.65,5866.75,6005.19,6135.99,6332.64,6383.44,6636.9,6981.41,6930.74,7167.59,7436.82,7451.69,7412.32,7925.89,8354.65,8892.19,9363.56,9737.84,10117.16
