SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT.1,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
CHE.1.0.99.0.UWCD,CHE,1.0,0.0,99.0,0.0,UWCD,Switzerland,01 Compensation of employees,Compensation of employees: total economy ,Mrd ECU/EUR,4.3646,4.8951,5.4786,6.1168,6.7984,7.3802,7.8631,8.5793,9.4787,10.2775,11.564,13.8764,15.9454,19.9789,25.1054,27.725,31.9566,33.3645,42.2786,44.4046,46.8498,54.0192,63.8208,70.8669,74.4434,78.65,88.1341,94.935,100.3047,103.3508,115.1693,122.9364,123.7115,131.5445,141.2122,151.6167,149.8347,144.6046,149.1453,154.1681,164.7541,179.5701,190.1832,184.0575,183.0051,188.0383,192.2774,194.1359,210.7699,226.6843,250.1218,290.6992,304.9185,305.5048,314.5162,364.4256,361.338,359.2381,353.4168,377.7242,387.6706,400.7374,455.6738,487.3284,509.6359,528.98,544.3226
AUS.1.0.99.0.UWCD,AUS,1.0,0.0,99.0,0.0,UWCD,Australia,01 Compensation of employees,Compensation of employees: total economy ,Mrd ECU/EUR,8.8977,9.0881,9.6096,10.5089,11.7997,12.7885,13.9939,15.3208,17.543,19.8692,22.8178,25.1622,27.5945,36.6593,48.9343,49.9409,58.3638,56.8621,56.4776,57.0843,70.4187,99.3901,107.7077,111.4138,134.8447,121.8409,97.8194,96.5046,117.3828,143.2226,127.1989,132.119,123.5754,132.1648,148.742,146.6942,170.8057,189.2594,172.222,196.4859,218.0841,210.6998,222.8913,237.8856,263.1629,292.0853,312.5771,347.0035,338.7663,345.9078,463.4803,529.5868,594.7338,554.6604,534.2985,549.1429,559.5586,592.7115,581.9896,594.0488,602.3063,679.0991,776.5919,,,,
CAN.1.0.99.0.UWCD,CAN,1.0,0.0,99.0,0.0,UWCD,Canada,01 Compensation of employees,Compensation of employees: total economy ,Mrd ECU/EUR,38.029,37.904,38.506,40.681,44.465,49.548,56.052,62.299,70.093,78.9,88.254,97.936,104.727,108.756,135.879,150.815,195.542,196.646,178.636,181.887,203.034,,,,,,,,,,,268.063,248.47,262.538,250.899,234.634,249.35,290.8,288.861,320.157,402.765,414.602,402.445,392.752,406.221,459.615,518.557,534.068,525.661,512.363,613.639,641.7,719.05,702.425,681.016,723.865,700.251,730.484,736.873,790.846,758.832,856.454,1012.493,1012.049,,,
JPN.1.0.99.0.UWCD,JPN,1.0,0.0,99.0,0.0,UWCD,Japan,01 Compensation of employees,Compensation of employees: total economy ,Mrd ECU/EUR,16.686,19.549,23.282,27.168,31.781,37.014,42.838,49.466,59.663,70.678,85.214,102.196,127.417,162.839,202.642,222.352,273.16,330.493,408.906,392.876,406.947,565.713,602.363,729.767,869.647,942.48,1075.038,1101.863,1282.525,1369.904,1225.896,1460.822,1529.098,1971.182,2156.187,2161.942,1959.399,2032.593,1874.391,2218.299,2711.849,2451.916,2179.437,1947.608,1903.026,1903.34,1815.274,1652.591,1749.161,1946.196,2159.727,2266.197,2453.991,1952.776,1834.617,1939.521,2223.787,2146.553,2156.781,2350.582,2323.257,2222.663,2140.976,2008.803,1936.863,1992.711,2042.529
KOR.1.0.99.0.UWCD,KOR,1.0,0.0,99.0,0.0,UWCD,Korea,01 Compensation of employees,Compensation of employees: total economy ,Mrd ECU/EUR,,,,,,,,,,,2.9635,3.1941,3.2044,3.7597,5.1334,5.6287,8.8415,11.7244,14.9827,18.6415,19.6462,26.1504,31.8044,42.4758,54.961,45.2106,43.0373,45.5116,70.0191,88.8816,90.9658,111.2971,132.1181,158.6412,168.8403,196.3569,226.5771,230.2575,147.2553,194.386,259.0719,258.0762,279.91,266.2455,273.2069,327.4476,370.1246,375.5363,315.1329,297.0093,367.1805,389.582,435.1395,457.1428,502.3017,597.0446,612.2116,645.7208,668.2814,699.76,695.2968,725.8686,758.3286,,,,
NZL.1.0.99.0.UWCD,NZL,1.0,0.0,99.0,0.0,UWCD,New Zealand,01 Compensation of employees,Compensation of employees: total economy ,Mrd ECU/EUR,1.6092,1.6962,1.7843,1.9172,2.1236,2.3325,2.5184,2.5858,2.3167,2.5908,3.1214,3.661,4.0455,4.9375,6.2756,6.031,6.2439,6.8469,7.6109,8.1327,9.6131,12.5492,13.1616,13.1468,13.8726,14.779,14.3322,15.4788,17.4671,17.6108,15.4087,15.1883,13.768,16.0522,18.5245,19.7299,22.726,25.4874,21.3235,22.7432,23.729,24.2817,27.0702,30.5441,34.3534,39.4665,38.4289,43.367,40.9755,38.7962,48.3371,52.4452,59.9059,60.9377,65.2538,69.0117,72.8323,77.2527,76.5122,82.0241,82.2598,94.6932,104.0354,,,,
USA.1.0.99.0.UWCD,USA,1.0,0.0,99.0,0.0,UWCD,United States,01 Compensation of employees,Compensation of employees: total economy ,Mrd ECU/EUR,285.4,290.97,310.61,327.6,351.49,378.96,419.91,452.43,515.84,571.75,609.77,634.66,651.94,659.8,744.31,763.46,937.69,1021.7,1033.56,1077.95,1165.2,1605.7,1932.37,2260.86,2808.6,3128.79,2584.77,2359.38,2493.79,2850.82,2624.94,2786.78,2828.14,3262.69,3371.28,3212.65,3481.84,4156.13,4527.47,5076.05,6338.84,6750.94,6496.97,5624.57,5409.83,5689.07,5966.28,5756.65,5486.08,5568.75,5983.91,5915.43,6674.54,6658.77,6970.0,8751.17,9013.52,9237.1,9287.14,10235.58,10159.41,10629.4,12790.82,13141.57,13675.99,14217.68,14768.24
EU27.1.0.212.0.UWCD,EU27,1.0,0.0,212.0,0.0,UWCD,European Union,01 Compensation of employees,Compensation of employees: total economy ,"Mrd PPS, Standard aggregation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2987.851,3132.333,3201.39,3313.326,3478.685,3692.846,3858.587,3997.23,4096.658,4224.232,4397.317,4604.731,4849.065,5105.763,5011.489,5134.687,5263.6,5322.742,5389.359,5506.082,5661.965,5853.268,6108.147,6375.698,6634.266,6533.435,6938.605,7437.846,7983.645,8471.347,8817.675,9142.123
EU15.1.0.212.0.UWCD,EU15,1.0,0.0,212.0,0.0,UWCD,European Union (15 countries),01 Compensation of employees,Compensation of employees: total economy ,"Mrd PPS, Standard aggregation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3059.987,3199.086,3192.694,3271.093,3140.334,3287.261,3385.153,3489.647,3688.503,3938.606,4122.648,4260.804,4370.46,4528.581,4692.086,4899.526,5132.533,5330.844,5218.775,5344.384,5453.934,5508.283,5586.319,5689.187,5857.009,6010.914,6237.07,6465.028,6684.228,6579.485,6988.667,7465.437,7973.188,8410.069,8731.253,9015.637
EA19.1.0.212.0.UWCD,EA19,1.0,0.0,212.0,0.0,UWCD,Euro area (19 countries),01 Compensation of employees,Compensation of employees: total economy ,"Mrd PPS, Standard aggregation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2613.504,2727.932,2789.17,2880.608,3030.574,3214.03,3347.681,3470.614,3549.372,3648.766,3791.903,3960.961,4153.234,4339.351,4268.364,4358.395,4460.281,4496.61,4550.302,4641.546,4765.736,4908.629,5099.373,5301.497,5496.332,5379.763,5720.035,6136.724,6569.041,6936.378,7199.938,7438.86
EA20.1.0.212.0.UWCD,EA20,1.0,0.0,212.0,0.0,UWCD,Euro area,01 Compensation of employees,Compensation of employees: total economy ,"Mrd PPS, Standard aggregation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2627.56,2743.771,2806.299,2898.797,3049.629,3234.118,3367.644,3492.54,3573.017,3673.646,3817.843,3989.22,4184.469,4372.34,4300.484,4389.394,4491.672,4528.139,4581.44,4672.902,4798.078,4941.965,5134.476,5338.733,5534.92,5418.472,5761.182,6181.882,6621.209,6994.165,7261.226,7503.214
EA12.1.0.212.0.UWCD,EA12,1.0,0.0,212.0,0.0,UWCD,Euro area (12 countries),01 Compensation of employees,Compensation of employees: total economy ,"Mrd PPS, Standard aggregation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2501.429,2623.925,2617.723,2673.234,2564.567,2674.687,2732.396,2820.722,2969.558,3149.967,3279.648,3398.229,3471.722,3566.569,3701.226,3861.972,4042.796,4218.229,4155.423,4243.129,4342.088,4375.629,4426.99,4513.523,4631.006,4768.915,4951.427,5143.306,5325.922,5204.303,5532.788,5937.196,6350.309,6702.348,6955.461,7183.714
DU15.1.0.212.0.UWCD,DU15,1.0,0.0,212.0,0.0,UWCD,EU15 (including D_W West-Germany),01 Compensation of employees,Compensation of employees: total economy ,"Mrd PPS, Standard aggregation",144.885,160.008,176.882,196.198,217.706,238.414,259.063,274.91,297.977,332.13,382.531,431.556,485.083,564.233,670.124,779.73,886.154,977.748,1068.135,1205.308,1365.768,1512.586,1631.839,1711.975,1823.95,1944.496,2035.031,2140.844,2311.091,2518.082,2740.247,2951.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA12.1.0.212.0.UWCD,DA12,1.0,0.0,212.0,0.0,UWCD,EA12 (including D_W West-Germany),01 Compensation of employees,Compensation of employees: total economy ,"Mrd PPS, Standard aggregation",101.84,113.326,126.977,142.222,158.467,174.88,191.492,204.013,222.606,251.629,293.592,334.723,377.738,440.59,525.136,609.706,699.589,780.155,853.462,964.323,1098.846,1226.181,1325.481,1387.304,1474.068,1567.962,1635.046,1720.975,1852.194,2017.649,2204.574,2393.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL.1.0.212.0.UWCD,BEL,1.0,0.0,212.0,0.0,UWCD,Belgium,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,4.0372,4.3274,4.8686,5.4134,6.0903,6.6959,7.3319,7.8428,8.3642,9.3899,10.7944,12.5542,14.5461,17.1295,21.0185,24.2824,28.5605,31.0645,34.1412,38.1116,45.2139,49.7313,52.8459,54.7883,59.0152,62.202,64.902,66.9706,71.4952,77.2994,84.7109,92.8484,96.9258,96.9007,100.3299,96.407,99.2288,101.8128,103.9451,110.3378,118.6722,125.8853,133.2945,135.5985,136.9175,141.4382,146.7711,152.8317,160.7947,160.8231,167.2693,173.1341,179.5121,182.3818,184.8004,187.1617,188.8167,194.4102,200.5959,207.6872,205.9414,219.4918,240.6097,260.9098,270.9248,279.8091,288.2635
BGR.1.0.212.0.UWCD,BGR,1.0,0.0,212.0,0.0,UWCD,Bulgaria,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2311,14.5992,12.54257,14.81064,14.87757,15.45071,16.44934,17.2491,18.60677,19.49881,21.5641,22.38635,24.57223,27.97736,28.16659,30.37876,30.36017,32.20474,34.4973,37.12632,38.70903,41.00048,44.30388,48.0939,50.39605,51.63088,56.28197,59.65841,68.56631,76.88452,85.32395,91.94285
CZE.1.0.212.0.UWCD,CZE,1.0,0.0,212.0,0.0,UWCD,Czechia,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3436,48.3472,47.3074,51.9981,52.599,50.7457,51.6249,54.282,58.5028,61.5661,66.3536,70.3535,74.8583,78.7659,85.8587,92.6349,89.1684,90.7704,93.6666,95.3703,97.7924,101.3489,104.9565,110.4202,120.5406,131.1528,138.6681,137.9508,147.738,153.0363,162.7981,171.7536,183.283,193.3459
DNK.1.0.212.0.UWCD,DNK,1.0,0.0,212.0,0.0,UWCD,Denmark,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,2.4328,2.7775,3.0756,3.2075,3.6329,4.0955,4.4442,4.8977,5.3292,5.9889,6.6865,7.544,8.1069,9.2295,10.8938,12.2459,14.0806,15.4326,16.7461,19.1526,21.6152,23.3544,26.0724,27.857,30.102,32.7248,35.4616,37.7638,40.1076,42.1347,44.7826,47.2317,49.1257,49.3573,51.0583,49.7746,53.1387,55.0835,58.1788,60.7102,63.4575,66.3685,69.1529,70.3722,73.6951,76.4694,81.3391,87.2423,92.8166,92.4166,95.1146,96.4951,95.4336,97.5742,99.3074,103.0375,106.0844,111.5881,115.7147,118.7063,121.4702,129.3242,137.8131,146.4802,156.2166,163.2184,169.69
DEU.1.0.212.0.UWCD,DEU,1.0,0.0,212.0,0.0,UWCD,Germany,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.536,888.622,881.86,904.441,871.505,899.311,893.172,911.239,955.456,999.484,1025.979,1041.611,1068.711,1093.409,1096.668,1116.592,1154.437,1202.949,1190.802,1238.274,1297.646,1340.282,1370.839,1427.919,1472.944,1529.809,1597.706,1674.409,1720.659,1711.667,1763.479,1861.336,1977.869,2084.031,2151.302,2211.993
D_W.1.0.212.0.UWCD,D_W,1.0,0.0,212.0,0.0,UWCD,West Germany,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,34.5817,38.5348,42.6987,46.2697,51.3138,57.3798,62.1327,62.9386,68.0625,77.4621,91.5476,103.2125,116.31,135.8868,159.0854,178.2119,204.745,229.6852,252.2644,286.8555,328.9498,366.1853,391.3247,408.2888,441.0723,470.6067,495.3982,522.9006,560.8329,602.502,659.0702,730.5125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST.1.0.212.0.UWCD,EST,1.0,0.0,212.0,0.0,UWCD,Estonia,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66967,4.00632,3.94544,4.06035,4.42057,4.57692,4.46405,4.93265,5.26295,5.77461,6.50747,7.06317,8.00941,9.00779,10.51632,11.66817,10.29272,10.1442,10.85411,11.33363,11.78664,12.47291,13.05569,13.66,14.53312,15.6875,16.7082,17.12813,18.1067,19.10493,21.11441,21.62838,22.17062,22.92783
IRL.1.0.212.0.UWCD,IRL,1.0,0.0,212.0,0.0,UWCD,Ireland,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,0.8337,0.92,1.0114,1.1046,1.2204,1.301,1.4063,1.5224,1.6874,1.8843,2.1479,2.4108,2.6402,3.0426,3.9427,4.7555,5.1323,5.7652,6.6252,7.9143,9.532,10.6321,11.4088,11.8052,12.7692,13.622,14.1777,14.9215,16.0063,17.1696,19.4741,21.3043,22.8713,23.5351,25.0563,25.0554,27.382,29.1566,31.5581,33.7123,36.9009,40.0455,41.9141,44.7196,48.9642,53.5659,59.2048,65.7815,67.2312,62.3468,62.0499,64.0188,64.7641,65.1649,66.6684,71.9053,75.5368,79.8842,84.1288,87.0187,87.4021,97.862,108.2185,118.7258,126.8813,134.7716,142.7908
GRC.1.0.212.0.UWCD,GRC,1.0,0.0,212.0,0.0,UWCD,Greece,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,1.278,1.4236,1.5442,1.7395,2.0063,2.3218,2.6348,2.97,3.3755,3.8537,4.4436,5.1892,6.0801,6.6284,7.487,9.2326,11.0328,13.0478,15.1691,17.299,19.4356,21.8923,23.9841,25.12,26.7189,29.3198,28.5156,28.4679,31.5248,36.6673,38.6141,38.6438,38.7395,38.186,39.4878,39.2264,41.2407,44.5077,47.4843,49.9871,53.2641,57.2439,65.56,69.8278,73.9848,77.5052,82.6469,85.2182,89.5606,89.5611,84.9542,78.2503,73.7608,71.7806,74.0125,73.5331,74.9808,76.5379,79.661,82.0046,78.6526,85.0155,89.712,93.8915,98.6533,102.5658,106.3783
ESP.1.0.212.0.UWCD,ESP,1.0,0.0,212.0,0.0,UWCD,Spain,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,7.8018,8.9467,10.2146,11.923,13.4082,15.1439,17.4094,19.172,20.5959,23.6067,27.0186,31.0706,36.9505,43.9554,53.4031,63.1302,73.2007,81.1397,87.8589,95.9406,106.6186,117.7361,127.1395,134.8637,137.9125,144.5053,151.9669,164.9392,182.6918,204.7318,230.2395,253.7678,266.1986,267.2239,270.5105,258.5409,272.6141,291.0072,310.9043,328.2967,355.0465,373.0619,396.1147,411.0009,432.8012,463.5192,509.8313,548.9406,582.9183,558.7438,550.5934,538.1814,514.2371,502.9061,515.4172,537.6089,549.1501,575.0581,590.9748,630.6235,591.9835,644.7504,703.6439,782.0926,837.3415,880.4358,918.3925
FRA.1.0.212.0.UWCD,FRA,1.0,0.0,212.0,0.0,UWCD,France,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,20.444,22.872,25.659,28.946,32.375,35.473,38.615,41.727,46.365,52.05,60.153,68.576,76.26,88.641,107.692,126.555,145.911,164.495,181.571,204.955,234.844,264.387,293.141,308.399,328.134,345.298,355.429,370.384,397.172,432.681,470.18,502.023,525.153,528.905,544.253,527.083,550.273,564.586,586.71,622.204,668.584,709.697,740.764,739.875,757.568,803.762,832.952,865.743,883.411,881.045,914.585,942.73,952.301,985.292,1000.143,1016.346,1037.473,1072.272,1104.74,1145.084,1101.417,1182.083,1268.461,1348.585,1407.34,1450.455,1490.846
HRV.1.0.212.0.UWCD,HRV,1.0,0.0,212.0,0.0,UWCD,Croatia,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.05611,15.83812,17.1287,18.18839,19.05418,20.08814,19.96304,21.92553,23.64446,24.88,25.93988,28.25867,31.23522,32.98862,32.12022,30.99854,31.39101,31.52885,31.13815,31.35603,32.34194,33.33578,35.10295,37.23569,38.58799,38.70855,41.14714,45.1585,52.1679,57.78752,61.2879,64.35357
ITA.1.0.212.0.UWCD,ITA,1.0,0.0,212.0,0.0,UWCD,Italy,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,18.949,20.9283,24.0563,28.0838,30.7901,33.0213,35.8728,39.6777,43.88,49.0815,57.7679,66.1363,73.8559,85.7293,101.0555,117.5748,134.7018,148.8238,160.4758,183.81,207.7693,234.3822,250.9114,261.9372,278.9759,298.2712,307.6697,321.101,344.8231,374.9829,404.3827,431.0281,444.2032,437.8084,439.6437,410.3955,431.3908,442.8477,441.1699,455.0629,471.1577,488.0489,501.3062,516.6625,521.2084,542.8622,572.1085,599.9596,630.4843,619.1826,626.7115,637.5323,632.1817,620.7949,616.2604,632.0263,659.6449,679.7696,700.3956,722.3133,684.9099,754.0056,816.907,853.7283,915.3745,954.7736,985.9291
CYP.1.0.212.0.UWCD,CYP,1.0,0.0,212.0,0.0,UWCD,Cyprus,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75929,3.98258,4.16635,4.28956,4.5309,4.87742,5.21805,5.58279,5.98146,6.3661,7.23536,7.76312,8.6806,9.37231,9.88069,10.00787,10.18787,9.82737,8.79203,8.33159,8.59737,9.18877,9.87028,10.57687,11.70183,11.67268,12.59462,14.02159,15.18464,16.18816,16.89357,17.53605
LVA.1.0.212.0.UWCD,LVA,1.0,0.0,212.0,0.0,UWCD,Latvia,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.26123,6.74109,4.12595,4.63921,4.68954,4.71784,5.38108,5.66587,5.92739,6.33055,6.53575,7.0311,7.30287,7.97141,8.66269,10.2269,11.50548,13.93854,15.84609,12.81314,11.98311,12.01663,12.76869,13.66102,14.54304,15.74226,16.57064,17.67511,19.20233,20.24125,20.42191,20.79822,22.33606,25.65215,28.05473,29.01186,30.0174
LTU.1.0.212.0.UWCD,LTU,1.0,0.0,212.0,0.0,UWCD,Lithuania,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8849,8.5943,7.61047,7.24962,6.73881,7.40535,8.18332,9.53456,9.88325,9.6065,10.26276,11.32222,13.09655,14.42649,16.03754,18.31048,20.70187,22.60456,19.28801,19.28075,20.26084,21.16488,22.38119,23.67319,25.25112,26.95266,28.79634,30.94468,34.10319,35.11164,39.14569,41.76861,46.33602,50.69909,53.38072,55.97157
LUX.1.0.212.0.UWCD,LUX,1.0,0.0,212.0,0.0,UWCD,Luxembourg,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,0.19505,0.22041,0.23496,0.25826,0.29894,0.32372,0.34673,0.36433,0.38024,0.41146,0.45472,0.55055,0.62961,0.70176,0.86983,1.14001,1.24365,1.46113,1.5629,1.73983,1.98254,2.24622,2.34918,2.46258,2.70036,2.91692,3.24987,3.56138,3.88893,4.45596,4.98774,5.65633,6.14064,6.27,6.58223,6.32331,6.73078,7.05626,7.4924,8.33787,9.26263,10.00032,10.67403,10.95662,11.72394,12.6474,13.74021,14.78522,16.00919,15.91039,16.13729,17.37856,17.8383,18.52802,19.48997,20.44511,21.19695,22.48182,23.73098,24.57014,24.58155,26.86366,29.25858,31.66085,32.63272,34.079,35.53928
HUN.1.0.212.0.UWCD,HUN,1.0,0.0,212.0,0.0,UWCD,Hungary,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.496,40.7948,40.3739,35.797,36.264,37.3554,39.0627,40.1222,44.6078,49.9751,53.3817,58.5589,61.0201,65.2223,67.0736,69.18,73.0652,70.3511,71.9059,74.729,76.1139,76.8833,77.5116,79.428,82.0228,85.4212,89.404,94.5492,92.2993,96.1488,105.6495,113.0373,123.0385,130.5607,138.7492
MLT.1.0.212.0.UWCD,MLT,1.0,0.0,212.0,0.0,UWCD,Malta,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60614,1.72785,1.88443,1.98699,2.01868,2.225,2.2917,2.37659,2.4859,2.5845,2.73416,2.85108,3.05577,3.1553,3.21766,3.33377,3.50787,3.67268,3.66191,3.82934,4.01663,4.1687,4.37147,4.58128,4.95088,5.3976,5.79918,6.5255,7.13094,7.36876,7.89302,8.4676,9.13501,10.00136,10.73238,11.34485
NLD.1.0.212.0.UWCD,NLD,1.0,0.0,212.0,0.0,UWCD,Netherlands,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,6.6976,7.4202,8.1954,9.0923,10.4259,11.6346,12.8481,13.8708,15.1235,17.3416,20.1519,22.7877,25.0699,29.2268,34.1568,40.5085,45.3565,50.7199,55.659,62.6396,69.6837,74.0603,79.036,82.8772,86.2895,93.0401,99.7152,106.5681,113.7158,122.1946,133.6455,144.2597,153.2305,155.8399,159.1624,152.4777,160.9819,167.2428,178.7947,193.3058,211.5972,218.8241,228.5986,228.901,235.5808,242.7859,250.5339,266.8087,281.7636,278.0672,276.4072,285.1221,290.4691,294.0445,291.3321,293.8262,299.2314,311.3016,325.5262,333.1248,347.0756,364.3563,388.7309,414.335,435.035,453.6574,470.5656
AUT.1.0.212.0.UWCD,AUT,1.0,0.0,212.0,0.0,UWCD,Austria,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,3.3483,3.6613,3.9969,4.3292,4.8188,5.2474,5.8341,6.3057,6.6966,7.4865,8.3868,9.7693,10.9611,12.9633,15.6607,18.7051,21.4181,24.1856,26.5945,29.7714,33.8295,37.7232,40.4957,42.5497,45.2473,48.7173,51.6296,53.5917,57.3873,62.5579,68.4167,75.0011,79.5233,81.0876,83.968,80.6937,83.0052,83.592,87.0629,90.5602,94.8627,94.9453,98.2392,101.9292,105.1497,108.2956,112.9801,116.753,123.1206,121.967,124.8213,129.4407,136.3964,139.9118,142.4088,147.2882,152.0101,155.9569,163.8182,169.7008,168.3565,178.0307,193.7458,207.3914,220.4475,228.8457,237.2771
POL.1.0.212.0.UWCD,POL,1.0,0.0,212.0,0.0,UWCD,Poland,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.2588,96.1667,94.1163,97.3887,99.0213,111.3917,122.0104,129.948,136.9907,139.5568,147.8911,148.3338,150.8082,154.6138,160.6545,169.1456,187.2688,210.2247,209.6254,231.3726,242.4822,251.0041,254.9597,263.8928,275.8348,288.957,305.223,325.5127,350.369,359.8862,377.5208,407.0016,439.9845,487.9874,506.2175,530.1867
PRT.1.0.212.0.UWCD,PRT,1.0,0.0,212.0,0.0,UWCD,Portugal,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,1.9168,2.15,2.3442,2.6859,3.0085,3.3175,3.7588,4.1504,4.5122,5.0549,6.0407,7.1013,8.2708,9.4778,12.2983,14.8298,16.1767,16.8914,18.0828,19.7185,22.5044,26.0328,29.5506,29.1787,27.9773,29.2208,30.5086,33.5263,36.0649,41.7744,46.7273,52.7076,58.3196,59.0485,58.036,56.601,60.3593,63.4168,67.2813,72.2054,77.6934,80.6904,83.4665,85.6153,87.4473,93.4487,96.7442,98.9747,102.078,100.7204,103.4973,98.1015,92.3931,94.7435,94.9787,96.6734,98.8288,102.4916,108.6396,114.4995,114.024,121.7046,134.7999,152.6916,163.407,170.533,177.659
ROM.1.0.212.0.UWCD,ROM,1.0,0.0,212.0,0.0,UWCD,Romania,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6286,46.2797,40.4691,36.8228,35.4157,37.2269,39.9002,32.4125,39.5248,36.2575,42.9786,49.537,50.4233,51.4172,58.6326,66.0514,75.2715,76.6508,96.9785,87.5318,89.0817,88.7524,91.1088,90.7296,95.954,98.8199,116.9873,135.2429,148.4183,163.1847,166.4431,173.0288,188.1415,215.1776,234.3342,250.4225,266.5808
SVN.1.0.212.0.UWCD,SVN,1.0,0.0,212.0,0.0,UWCD,Slovenia,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.47987,12.64517,12.49028,12.08876,12.5098,12.18959,12.58951,12.78322,13.06538,13.70714,14.84338,15.68663,16.38145,17.02057,18.34739,19.39491,20.1799,21.30344,22.92955,21.74206,22.32463,22.3441,22.24134,21.83709,22.06077,22.60187,23.762,25.31314,26.97916,29.14849,30.1402,32.43046,34.82564,37.81623,40.53903,42.45735,44.28347
SVK.1.0.212.0.UWCD,SVK,1.0,0.0,212.0,0.0,UWCD,Slovakia,01 Compensation of employees,Compensation of employees: total economy ,(Mrd PPS) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.44081,15.02849,15.56711,17.60186,19.26361,20.11545,19.61421,20.68291,21.83776,23.17059,24.01669,24.17549,26.55598,28.88884,31.78896,35.02879,35.26244,37.69613,38.5126,39.47687,40.48242,42.35998,44.5315,44.18234,45.95858,48.27548,51.37561,53.61667,56.27825,59.00294,63.49429,66.91892,69.83023,73.06534
